lon,lat,horizontalOrientation,verticalOrientation,height,horizontalFOV,verticalFOV
10.575320000000003,57.71465700000001,153,-2,40,60,35.98
10.590270823653393,57.718732437293276,153,-2,40,60,35.98
10.605225007352358,57.72280610662695,153,-2,40,60,35.98
