lon,lat,horizontalOrientation,verticalOrientation,height,horizontalFOV,verticalFOV
12.639732,55.680441,41,-2,40,60,35.98
12.63455545828573,55.688933362828415,71,-2,40,60,35.98
12.629376672315361,55.697425495517145,101,-2,40,60,35.98
