lon,lat,horizontalOrientation,verticalOrientation,height,horizontalFOV,verticalFOV
10.575397999999996,57.71470200000001,138.0,-2,40,60,35.98
10.605303044467078,57.72285110656249,168.0,-2,40,60,35.98
