lon,lat,horizontalOrientation,verticalOrientation,height,horizontalFOV,verticalFOV
12.629453000000002,55.69739600000001,65.0,-2,40,60,35.98
12.62392729077586,55.7150865332538,95.0,-2,40,60,35.98
