lon,lat,horizontalOrientation,verticalOrientation,height,horizontalFOV,verticalFOV
12.639134,55.680495,71,-2,40,60,35.98
12.628778658040176,55.6974794953659,71,-2,40,60,35.98
12.618414332507085,55.71446306952402,71,-2,40,60,35.98
