lon,lat,horizontalOrientation,verticalOrientation,height,horizontalFOV,verticalFOV
10.562886999999995,57.709338,145,-2,40,60,35.98
10.590377938568393,57.71963515184524,145,-2,40,60,35.98
10.617884489553623,57.72992631628432,145,-2,40,60,35.98
